tid,text,keyphrases
922885046754832384,RT @AmericanLungPA: Happening Now! @PaAsthma members statewide gather in Harrisburg- working together to reduce the burden of asthma th ,"burden of asthma,members statewide gather in harrisburg- working"
927501939310555136,@Zeno_Loves_5SOS And now I have to tell her that I might have asthma and so I can't breathe and just... No I don't wanna go,
926519004595933185,"@spiritbiscuit Not only that, but shes a woman who also had endometriosis. Also the whole 'my asthma is worse than https://t.co/eBLPJs3kB3","whole 'my asthma,woman who also had endometriosis"
927317764309647360,lol Lana had to take vocal steroids because her voice was so weak but go off ! https://t.co/1jQgCbWl3p,lana had to take vocal steroids because her voice
922914318496153600,So Im pretty sure I have asthma so thats chill,sure i have asthma
924291764499881984," when i was 7 years old, my momma told- i'm kidding. well, when i was seven, i was bullied because of my asthma",told- i'm kidding
926689000689037312,"also in regards to her major asthma attack, im glad she was treated and got medication, but fuck you for saying birth control isnt important","birth control,major asthma attack"
927151467290652672,@rocksey I've got them all over the house.They do work to some extent but 1 of mine has asthma &amp; they're not strong https://t.co/2bqdwgw9l8,work to some extent
927381654578106368,hi i just got back uhhh i almost had an asthma attack,asthma attack
924493268376784898,Everytime I see you I get asthma baby like  thats my baby!,asthma baby like thats my baby
926140652282249216,asthma is back. ,
924391726151798785,My asthma has reached new levels,asthma has reached new levels
927066205566980096,"This knocked the wind out of me in advance, having an asthma attack in 4 weeks tbh https://t.co/WLrXUEUCVv",asthma attack
927309562264281088,"Pneumococcal pneumonia and the future of vaccination 
https://t.co/QWPdHRe4zx","future of vaccination,pneumococcal pneumonia"
926131078724767744,Obese children may have more asthma complications https://t.co/ggbFZUrxJ8,obese children may have more asthma complications
927040145492033536,"THE threat: bighorn pneumonia from domestics. Spreads, persists. No density-dependence. Only fix: prevent contact https://t.co/f88njGN2Ic","bighorn pneumonia from domestics,only fix"
927218479450722304,@dbongino @EarlShayOFAGa Or you can say they're crazy on steroids,crazy on steroids
925013978320900096,Get childhood asthma under control. Eliminate asthma triggers in your home. #KidsEnvHealth https://t.co/Qzz7sQJVrR,"childhood asthma under control,eliminate asthma triggers in your home"
927396651823542272,"""What are you sighing for?"" Bitch I'm not sighing I got asthma and it's hard to breath chill","bitch i'm not sighing,hard to breath"
924850893111091200,"RT @kapturedbyking: Damn, I got asthma https://t.co/wzjaW3oNBD",
927518230775611394,"RT @boldlybutera: having an illness even if its asthma is living hell, ive never had it but know people very close to me who do. shame #St",
926809743363948549,live footage of me sneezing https://t.co/wRIevzLsT8,live footage
925738979995144195,RT @MendesFeatures: shawn told a fan that had asthma to just breathe and offered her his ice cream..that patient is dead before they ge ,"ice cream,shawn told a fan that had asthma"
925325680719683586,"Boy, 11, collapses and dies after asthma attack on 'perfect day out' with his family - The Sun: The https://t.co/ou1m21ekPT UK News Health","collapses and dies after asthma attack on 'perfect day out' with his family,news health"
927291540027920384,What is the bacteria Chlamydia Pneumoniae and how does it relate to asthma? This may be the key to curing asthma https://t.co/fum8fuksgU,"bacteria chlamydia pneumoniae,key to curing asthma"
924417516151046145,My asthma is sooo bad this time of year,asthma is sooo bad this time of year
926894986045640704,"RT @brianklaas: Your asthma could be cured, explained the doctor, if we had the sense to pump some more toxins into the air! Se ",sense to pump some more toxins into the air
927399007445381121,My sweater bow on steroids for #firstfriday #pennave thank you #Pittsburgh for coming out to see https://t.co/qrJSeiZ4OG,"pittsburgh for coming,sweater bow on steroids"
924712468445790208,The differences in chronic asthma and exercise-induced asthma in children: https://t.co/i41FH2Bck0 https://t.co/xMQVpnOI9g,differences in chronic asthma and exercise-induced asthma in children
926951237991485440,Soooo the medication I was given for my severe sinus infection has been making me really sick so I read the side effects and,"severe sinus infection has been making,side effects"
927236419558486021,"Does your child have a chronic health condition such as asthma or allergies? If so, it is important to... https://t.co/6eW03MFN2y",child have a chronic health condition such as asthma or allergies
927611307565764608,"Strep, a sinus infection &amp; a migraine.. send help",sinus infection
926998630136995840,@Kroeger @lewis_damione @TheRealC_Portis Did he have to take more steroids so his neck could support the weight?,more steroids so his neck could support the weight
926492469734400000, RT @choKolatOnTop: I fake asthma attacks to get my boyfriends to relax when they wanna choke slam me  works like a charm,"fake asthma attacks,relax when they wanna choke slam"
923727494787796992,If you leave my ass and I chase you u better stop bitch cause I got asthma and I couldve died for your dumb ass ,"bitch cause i got asthma,dumb ass"
925822140091453442,@anbealach @suchcrap @farrelleye @rtenews I was of the same opinion only I couldn't spell asthma  ,same opinion only i couldn't spell asthma
927060784101974016,"I mean, coming home from camp early because I had an asthma attack wasnt the best thing Ive done",asthma attack wasnt the best thing
923866329731432449,Studies have shown children wwth asthma are especially vulnerable to o:one,studies have shown children wwth asthma
925699115010396160,And really great work from Salman Siddiqui as part of https://t.co/N3j4kX7BQO - how to phenotype asthma through bre https://t.co/y0RgVbTBRU,"great work from salman siddiqui as part,phenotype asthma"
925346046317940737,"@LickOnMyCupcake I had asthma as a kid, maybe I should try and inhaler to keep me from wheezing in my sleep ",
925900937834704896,@striaghtpride the a stands for asthma,stands for asthma
925855970114207744,"Sensitive Choice approved products - may be a better choice for those with sensitive skin, allergies and asthma  https://t.co/96BBMapRZq","allergies and asthma,better choice for those with sensitive skin,sensitive choice approved products"
926941656271675393,Anyone who RT those long ass tweets getting blocked. Annoying asses. A bitch got asthma trying scroll past that damn tweet.,"anyone who rt those long ass tweets getting,bitch got asthma trying scroll past that damn tweet"
924633078873673728,So important to know what to do when someone is having an asthma attack! Important read. https://t.co/g8BzDJlnVk,"asthma attack,someone is having"
927390186262204416,I started having a random asthma attack in church today and I think it was a subliminal message that I need to get my life together,"random asthma attack in church today,subliminal message"
926747947491930112,This sinus infection is draining all of my energy,sinus infection is draining
927015207968403461,The UFC was better when everyone was one steroids,ufc was better when everyone was one steroids
927275871861215232,Well at least its not pneumonia but I do have bronchitis which sucks but onward and upward!!!,
926914621499494400,"@NGHfox @NGHnhstrust Absolutely, research tells us good mouth care can prevent hospital acquired pneumonia for pati https://t.co/n3mGNiGGSF",research tells us good mouth care can prevent hospital acquired pneumonia for pati
927008993721094144,@thehill That is THE stupidest thing I have ever heard!! Want to see the growing stats for asthma and lung cancer?? Idiot!!,"growing stats for asthma and lung cancer,stupidest thing"
927262741672415232,Can you imagine the scandal if HRC had said she had pneumonia &amp; could not attend the memorial? Instead she tries to https://t.co/UnzrJ4vVtD,imagine the scandal if hrc had said she had pneumonia
926771716147122176,the baby is sneezing SO CUTE I CANT,baby is sneezing
927376426935910400,RT @evilemilie: u know when u have asthma and u just sit there having asthma,
926042323775053825,RT @asthmauk: Get our top tips to stay with your asthma this bonfire night: https://t.co/boLW3JRutx https://t.co/wZmyzlMYoH,top tips to stay with your asthma this bonfire night
927577790626582529,@WhenInRome Thanks. They gave me steroids and antibiotics. I'm gonna try to work today. *Fingers crossed*,"steroids and antibiotics,work today"
927570244033531905,RT @davelevitan: I wrote about aSTILL EARLYpossibly pretty cool pneumonia vaccine for @thedailybeast. Only in animals so far. https://t.c,cool pneumonia vaccine
924896942387286016,"Ah, if it isn't Dogma. A rare visitor indeed... Has your asthma recurred?",
927220186188582918,@duchesskk 300L BU had asthma attack in front of Welch hall. Mrs Audu was driving and saw I was in distress she sto https://t.co/TVqI6xtEWe,"asthma attack in front,mrs audu was driving"
927211735815159808,"RT @DeityFree: Robert Phalen and Trumps EPA can go f*ck themselves. 

Sincerely, the mother of a child with asthma who struggles ","child with asthma who struggles,robert phalen and trumps epa"
926235881408815105,@DamianGreen Have you seen this? Man died in 2015 because he couldn't afford prescription charges for asthma meds https://t.co/DyYsZLWFPo,prescription charges for asthma meds
926867072189124608,#GetYouOne #UseItAtLeast 1x a day you allergy and sinus sufferers https://t.co/7rYiODkImS,day you allergy and sinus sufferers
927599744200970242,More sugar related problems Sugar intake during pregnancy is associated with allergy and allergic asthma in children https://t.co/yz9ZovHs7g,"more sugar related problems sugar intake during pregnancy is associated with allergy,related problems sugar intake during pregnancy is associated with allergy and allergic asthma in children"
